P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,,P_AC_out_only_PE,,,P_Ac_in_only_PE,
-38808,-36255.80641,2552.193592,,38808,35876.80311,2931.196894,,-38808,-37263.76842,-1544.231577,,38808,40814.77575,2006.775748,,,-38808,924.421146,,38808,1007.962015
-38844,-36289.04989,2554.950113,,38844,35909.04686,2934.953136,,-38844,-37296.97513,-1547.024872,,38844,40854.55869,2010.558689,,,-38844,924.394447,,38844,1007.925241
-38880,-36318.31193,2561.688067,,38880,35937.49797,2942.502032,,-38880,-37330.34252,-1549.657479,,38880,40894.55778,2014.557777,,,-38880,927.944255,,38880,1012.030588
-38916,-36351.55103,2564.448973,,38916,35969.73407,2946.265928,,-38916,-37363.5447,-1552.4553,,38916,40934.34849,2018.348486,,,-38916,927.917442,,38916,1011.993673
-38952,-36384.78779,2567.21221,,38952,36001.96645,2950.033553,,-38952,-37396.74455,-1555.255448,,38952,40974.14297,2022.14297,,,-38952,927.890583,,38952,1011.956762
-38988,-36418.02222,2569.977779,,38988,36034.19509,2953.804907,,-38988,-37429.94208,-1558.057922,,38988,41013.94123,2025.94123,,,-38988,927.863677,,38988,1011.919857
-39024,-36451.25432,2572.745679,,39024,36066.42001,2957.579991,,-39024,-37463.13728,-1560.862722,,39024,41053.74327,2029.743266,,,-39024,927.836725,,39024,1011.882957
-39060,-36480.50635,2579.493648,,39060,36094.85203,2965.147975,,-39060,-37496.49381,-1563.50619,,39060,41093.76256,2033.762557,,,-39060,931.385418,,39060,1015.987458
-39096,-36513.73407,2582.265929,,39096,36127.06928,2968.930719,,-39096,-37529.68449,-1566.315512,,39096,41133.57237,2037.572367,,,-39096,931.358352,,39096,1015.950417
-39132,-36546.95946,2585.040539,,39132,36159.2828,2972.717196,,-39132,-37562.87284,-1569.127157,,39132,41173.38596,2041.385957,,,-39132,931.331239,,39132,1015.913382
-39168,-36580.18252,2587.817478,,39168,36191.49259,2976.507406,,-39168,-37596.05887,-1571.941127,,39168,41213.20332,2045.203325,,,-39168,931.304081,,39168,1015.876351
-39204,-36609.4266,2594.573403,,39204,36219.90944,2984.090562,,-39204,-37629.40675,-1574.593251,,39204,41253.23884,2049.238835,,,-39204,934.851727,,39204,1019.980152
-39240,-36642.64528,2597.354719,,39240,36252.11156,2987.888437,,-39240,-37662.58826,-1577.411738,,39240,41293.06398,2053.063984,,,-39240,934.824453,,39240,1019.942981
-39276,-36675.86164,2600.138363,,39276,36284.30995,2991.690047,,-39276,-37695.76745,-1580.232548,,39276,41332.89291,2056.892914,,,-39276,934.797133,,39276,1019.905815
-39312,-36709.07567,2602.924334,,39312,36316.50461,2995.495393,,-39312,-37728.94432,-1583.055679,,39312,41372.72563,2060.725626,,,-39312,934.769767,,39312,1019.868655
-39348,-36738.31179,2609.688208,,39348,36344.90627,3003.093734,,-39348,-37762.28355,-1585.716451,,39348,41412.77737,2064.777368,,,-39348,938.316366,,39348,1023.971757
-39384,-36771.52145,2612.478553,,39384,36377.09325,3006.90675,,-39384,-37795.4559,-1588.544097,,39384,41452.61787,2068.617865,,,-39384,938.288885,,39384,1023.934456
-39420,-36804.72878,2615.271223,,39420,36409.2765,3010.723504,,-39420,-37828.62594,-1591.374063,,39420,41492.46215,2072.462147,,,-39420,938.261357,,39420,1023.89716
-39456,-36837.93378,2618.066219,,39456,36441.456,3014.543997,,-39456,-37861.79365,-1594.206349,,39456,41532.31021,2076.310213,,,-39456,938.233784,,39456,1023.85987
-39492,-36867.16196,2624.838036,,39492,36469.84247,3022.157533,,-39492,-37895.12424,-1596.875764,,39492,41572.3782,2080.378198,,,-39492,941.779335,,39492,1027.962272
-39528,-36900.3626,2627.637402,,39528,36502.0143,3025.985702,,-39528,-37928.28744,-1599.71256,,39528,41612.23406,2084.234056,,,-39528,941.751646,,39528,1027.924842
-39564,-36933.56091,2630.439091,,39564,36534.18239,3029.817611,,-39564,-37961.44833,-1602.551675,,39564,41652.0937,2088.093701,,,-39564,941.72391,,39564,1027.887416
-39600,-36966.7569,2633.243104,,39600,36566.34674,3033.653261,,-39600,-37994.60689,-1605.393108,,39600,41691.95713,2091.957132,,,-39600,941.696129,,39600,1027.849996
-39636,-36995.97714,2640.022857,,39636,36594.71799,3041.282005,,-39636,-38027.92884,-1608.071157,,39636,41732.04137,2096.041372,,,-39636,945.240633,,39636,1031.9517
-39672,-37029.16876,2642.831237,,39672,36626.87466,3045.125336,,-39672,-38061.0829,-1610.917098,,39672,41771.9126,2099.912601,,,-39672,945.212735,,39672,1031.914139
-39708,-37062.35806,2645.641938,,39708,36659.02759,3048.972411,,-39708,-38094.23465,-1613.765354,,39708,41811.78762,2103.78762,,,-39708,945.184791,,39708,1031.876584
-39744,-37095.54504,2648.454961,,39744,36691.17677,3052.823229,,-39744,-38127.38407,-1616.615927,,39744,41851.66643,2107.666428,,,-39744,945.156801,,39744,1031.839034
-39780,-37124.75736,2655.242643,,39780,36719.53281,3060.467192,,-39780,-38160.6974,-1619.302604,,39780,41891.76693,2111.766935,,,-39780,948.700257,,39780,1035.940039
-39816,-37157.93997,2658.060029,,39816,36751.6743,3064.325697,,-39816,-38193.84232,-1622.15768,,39816,41931.65355,2115.653546,,,-39816,948.672151,,39816,1035.902349
-39852,-37191.12026,2660.879735,,39852,36783.81205,3068.187948,,-39852,-38226.98493,-1625.015071,,39852,41971.54395,2119.543949,,,-39852,948.643999,,39852,1035.864664
-39888,-37224.29824,2663.70176,,39888,36815.94605,3072.053946,,-39888,-38260.12523,-1627.874775,,39888,42011.43815,2123.438145,,,-39888,948.615801,,39888,1035.826985
-39924,-37253.50263,2670.497366,,39924,36844.28686,3079.71314,,-39924,-38293.42993,-1630.570073,,39924,42051.55493,2127.554931,,,-39924,952.158209,,39924,1039.927293
-39960,-37286.67625,2673.323751,,39960,36876.41317,3083.586829,,-39960,-38326.56572,-1633.434278,,39960,42091.45694,2131.456936,,,-39960,952.129893,,39960,1039.889473
-39996,-37319.84755,2676.152454,,39996,36908.53573,3087.464267,,-39996,-38359.69921,-1636.300795,,39996,42131.36274,2135.362735,,,-39996,952.101532,,39996,1039.851659
-40032,-37353.01653,2678.983475,,40032,36940.65455,3091.345455,,-40032,-38392.83038,-1639.169624,,40032,42171.27233,2139.27233,,,-40032,952.073125,,40032,1039.813851
-40068,-37382.213,2685.786998,,40068,36968.98011,3099.019891,,-40068,-38426.12646,-1641.873536,,40068,42211.40541,2143.405407,,,-40068,955.614484,,40068,1043.913462
-40104,-37415.37763,2688.622375,,40104,37001.09122,3102.908776,,-40104,-38459.25314,-1644.746862,,40104,42251.32282,2147.322816,,,-40104,955.58596,,40104,1043.875513
-40140,-37448.53993,2691.460067,,40140,37033.19859,3106.801412,,-40140,-38492.3775,-1647.622498,,40140,42291.24402,2151.244022,,,-40140,955.55739,,40140,1043.837569
-40176,-37481.69992,2694.300076,,40176,37065.3022,3110.6978,,-40176,-38525.49956,-1650.500445,,40176,42331.16903,2155.169027,,,-40176,955.528773,,40176,1043.799631
-40212,-37510.88849,2701.111509,,40212,37093.61251,3118.387491,,-40212,-38558.78704,-1653.212963,,40212,42371.31841,2159.318407,,,-40212,959.069084,,40212,1047.898546
-40248,-37544.04413,2703.95587,,40248,37125.70842,3122.291581,,-40248,-38591.9046,-1656.095403,,40248,42411.25123,2163.251232,,,-40248,959.040349,,40248,1047.860467
-40284,-37577.19745,2706.802546,,40284,37157.80057,3126.199426,,-40284,-38625.01985,-1658.980151,,40284,42451.18786,2167.187857,,,-40284,959.011569,,40284,1047.822395
-40320,-37610.34847,2709.651535,,40320,37189.88897,3130.111027,,-40320,-38658.13279,-1661.867207,,40320,42491.12828,2171.128282,,,-40320,958.982745,,40320,1047.784328
-40356,-37639.52913,2716.470872,,40356,37218.18402,3137.815983,,-40356,-38691.41167,-1664.588326,,40356,42531.29398,2175.293977,,,-40356,962.522006,,40356,1051.882546
-40392,-37672.67579,2719.32421,,40392,37250.26471,3141.735291,,-40392,-38724.52013,-1667.479872,,40392,42571.24223,2179.242229,,,-40392,962.493062,,40392,1051.844338
-40428,-37705.82014,2722.179861,,40428,37282.34164,3145.658355,,-40428,-38757.62628,-1670.373724,,40428,42611.19428,2183.194283,,,-40428,962.464072,,40428,1051.806137
-40464,-37734.99494,2729.005061,,40464,37310.62536,3153.374637,,-40464,-38790.89874,-1673.101256,,40464,42651.37228,2187.372279,,,-40464,966.002358,,40464,1055.903805
-40500,-37768.13494,2731.865058,,40500,37342.69459,3157.305413,,-40500,-38824.00041,-1675.999595,,40500,42691.33216,2191.332163,,,-40500,965.97325,,40500,1055.865463
-40536,-37801.27263,2734.727366,,40536,37374.76005,3161.239948,,-40536,-38857.09976,-1678.900239,,40536,42731.29585,2195.295852,,,-40536,965.944096,,40536,1055.827127
-40572,-37834.40802,2737.591985,,40572,37406.82176,3165.178243,,-40572,-38890.19681,-1681.803188,,40572,42771.26335,2199.263347,,,-40572,965.914896,,40572,1055.788797
-40608,-37863.57492,2744.425078,,40608,37435.09019,3172.909812,,-40608,-38923.46069,-1684.539309,,40608,42811.45768,2203.457679,,,-40608,969.452133,,40608,1059.885769
-40644,-37896.70596,2747.294039,,40644,37467.14418,3176.855823,,-40644,-38956.55326,-1687.446741,,40644,42851.43301,2207.43301,,,-40644,969.422813,,40644,1059.847298
-40680,-37929.83469,2750.16531,,40680,37499.1944,3180.805597,,-40680,-38989.64352,-1690.356476,,40680,42891.41215,2211.412148,,,-40680,969.393449,,40680,1059.808834
-40716,-37962.96111,2753.038889,,40716,37531.24087,3184.759135,,-40716,-39022.73149,-1693.268515,,40716,42931.3951,2215.395095,,,-40716,969.36404,,40716,1059.770374
-40752,-37992.12013,2759.879868,,40752,37559.494,3192.506001,,-40752,-39055.98678,-1696.013217,,40752,42971.60578,2219.605776,,,-40752,972.900225,,40752,1063.866651
-40788,-38025.24221,2762.757787,,40788,37591.53274,3196.46726,,-40788,-39089.07027,-1698.929734,,40788,43011.59656,2223.596564,,,-40788,972.870696,,40788,1063.828053
-40824,-38058.36199,2765.638013,,40824,37623.56772,3200.432284,,-40824,-39122.15145,-1701.848554,,40824,43051.59116,2227.591163,,,-40824,972.841121,,40824,1063.789459
-40860,-38091.47945,2768.520545,,40860,37655.59893,3204.401074,,-40860,-39155.23033,-1704.769674,,40860,43091.58957,2231.589573,,,-40860,972.811501,,40860,1063.750871
-40896,-38120.63059,2775.369405,,40896,37683.83675,3212.163251,,-40896,-39188.47705,-1707.522951,,40896,43131.81661,2235.816613,,,-40896,976.346638,,40896,1067.846454
-40932,-38153.74373,2778.256273,,40932,37715.86023,3216.139767,,-40932,-39221.55145,-1710.448547,,40932,43171.82287,2239.822871,,,-40932,976.316896,,40932,1067.807726
-40968,-38186.85455,2781.145447,,40968,37747.87995,3220.120052,,-40968,-39254.62356,-1713.376442,,40968,43211.83294,2243.832941,,,-40968,976.287111,,40968,1067.769005
-41004,-38219.96307,2784.036926,,41004,37779.89589,3224.104105,,-41004,-39287.69336,-1716.306637,,41004,43251.84683,2247.846825,,,-41004,976.25728,,41004,1067.730289
-41040,-38249.10634,2790.893659,,41040,37808.1184,3231.881605,,-41040,-39320.93152,-1719.068482,,41040,43292.09024,2252.090239,,,-41040,979.791366,,41040,1071.825177
-41076,-38282.21053,2793.78947,,41076,37840.12661,3235.87339,,-41076,-39353.99685,-1722.003149,,41076,43332.11198,2256.111976,,,-41076,979.761414,,41076,1071.786321
-41112,-38315.31242,2796.687585,,41112,37872.13105,3239.868946,,-41112,-39387.05989,-1724.940113,,41112,43372.13753,2260.137529,,,-41112,979.731417,,41112,1071.747472
-41148,-38348.412,2799.588002,,41148,37904.13173,3243.868274,,-41148,-39420.12062,-1727.879376,,41148,43412.1669,2264.166899,,,-41148,979.701375,,41148,1071.708626
-41184,-38377.5474,2806.452603,,41184,37932.33889,3251.661108,,-41184,-39453.35022,-1730.649781,,41184,43452.4267,2268.426697,,,-41184,983.234411,,41184,1075.802822
-41220,-38410.64265,2809.357349,,41220,37964.33183,3255.668173,,-41220,-39486.40649,-1733.593511,,41220,43492.46393,2272.463926,,,-41220,983.204247,,41220,1075.763838
-41256,-38443.7356,2812.264398,,41256,37996.32099,3259.679012,,-41256,-39519.46046,-1736.539538,,41256,43532.50497,2276.504974,,,-41256,983.174038,,41256,1075.72486
-41292,-38476.82625,2815.173747,,41292,38028.30637,3263.693625,,-41292,-39552.51214,-1739.48786,,41292,43572.54984,2280.549841,,,-41292,983.143784,,41292,1075.685887
-41328,-38505.95379,2822.046208,,41328,38056.4982,3271.501805,,-41328,-39585.73318,-1742.266819,,41328,43612.82604,2284.826036,,,-41328,986.675769,,41328,1079.779389
-41364,-38539.04012,2824.959883,,41364,38088.47584,3275.524161,,-41364,-39618.78039,-1745.219606,,41364,43652.87877,2288.878767,,,-41364,986.645394,,41364,1079.740277
-41400,-38572.12414,2827.875857,,41400,38120.44971,3279.550293,,-41400,-39651.82531,-1748.174687,,41400,43692.93532,2292.93532,,,-41400,986.614973,,41400,1079.70117
-41436,-38605.20587,2830.794131,,41436,38152.4198,3283.580203,,-41436,-39684.86794,-1751.132061,,41436,43732.9957,2296.995695,,,-41436,986.584508,,41436,1079.66207
-41472,-38634.32555,2837.674447,,41472,38180.59626,3291.40374,,-41472,-39718.08043,-1753.919568,,41472,43773.2883,2301.288299,,,-41472,990.115441,,41472,1083.754879
-41508,-38667.40296,2840.597042,,41508,38212.5586,3295.441398,,-41508,-39751.1186,-1756.881403,,41508,43813.35654,2305.356545,,,-41508,990.084853,,41508,1083.715639
-41544,-38700.47806,2843.521936,,41544,38244.51716,3299.482836,,-41544,-39784.15447,-1759.845531,,41544,43853.42861,2309.428615,,,-41544,990.054221,,41544,1083.676405
-41580,-38733.55087,2846.449127,,41580,38276.47195,3303.528054,,-41580,-39817.18805,-1762.811951,,41580,43893.50451,2313.50451,,,-41580,990.023544,,41580,1083.637176
-41616,-38762.66271,2853.337291,,41616,38304.63304,3311.36696,,-41616,-39850.392,-1765.607998,,41616,43933.81353,2317.813535,,,-41616,993.553425,,41616,1087.729293
-41652,-38795.7312,2856.2688,,41652,38336.58007,3315.419931,,-41652,-39883.42113,-1768.578875,,41652,43973.89731,2321.897306,,,-41652,993.522625,,41652,1087.689925
-41688,-38828.79739,2859.202606,,41688,38368.52332,3319.476685,,-41688,-39916.44796,-1771.552042,,41688,44013.9849,2325.984904,,,-41688,993.491781,,41688,1087.650564
-41724,-38861.86129,2862.138706,,41724,38400.46278,3323.537221,,-41724,-39949.4725,-1774.5275,,41724,44054.07633,2330.07633,,,-41724,993.460891,,41724,1087.611206
-41760,-38890.96529,2869.034713,,41760,38428.60849,3331.391509,,-41760,-39982.66792,-1777.33208,,41760,44094.40179,2334.401789,,,-41760,996.98972,,41760,1091.702633
-41796,-38924.02487,2871.975128,,41796,38460.5402,3335.459804,,-41796,-40015.68801,-1780.311991,,41796,44134.5011,2338.501097,,,-41796,996.958707,,41796,1091.663137
-41832,-38957.08216,2874.917838,,41832,38492.46812,3339.531885,,-41832,-40048.70581,-1783.294191,,41832,44174.60423,2342.604234,,,-41832,996.927651,,41832,1091.623647
-41868,-38990.13716,2877.862842,,41868,38524.39225,3343.607751,,-41868,-40081.72132,-1786.278679,,41868,44214.7112,2346.711203,,,-41868,996.896548,,41868,1091.584163
-41904,-39019.23332,2884.766684,,41904,38552.52257,3351.477432,,-41904,-40114.90821,-1789.091787,,41904,44255.05311,2351.053107,,,-41904,1000.424325,,41904,1095.674897
-41940,-39052.284,2887.715999,,41940,38584.43894,3355.561063,,-41940,-40147.91928,-1792.080725,,41940,44295.16796,2355.167963,,,-41940,1000.3931,,41940,1095.635274
-41976,-39085.33239,2890.667606,,41976,38616.35152,3359.648481,,-41976,-40180.92805,-1795.071949,,41976,44335.28665,2359.286652,,,-41976,1000.361829,,41976,1095.595657
-42012,-39118.37849,2893.621505,,42012,38648.26031,3363.739688,,-42012,-40213.93454,-1798.06546,,42012,44375.40917,2363.409174,,,-42012,1000.330514,,42012,1095.556045
-42048,-39147.46682,2900.533176,,42048,38676.37522,3371.624775,,-42048,-40247.11291,-1800.887088,,42048,44415.76754,2367.767537,,,-42048,1003.857238,,42048,1099.646088
-42084,-39180.50862,2903.491383,,42084,38708.27625,3375.723752,,-42084,-40280.11496,-1803.885045,,42084,44455.89795,2371.897952,,,-42084,1003.8258,,42084,1099.606338
-42120,-39213.54812,2906.451881,,42120,38740.17348,3379.826519,,-42120,-40313.11471,-1806.885287,,42120,44496.0322,2376.032203,,,-42120,1003.794316,,42120,1099.566594
-42156,-39246.58533,2909.414669,,42156,38772.06692,3383.933079,,-42156,-40346.11219,-1809.887814,,42156,44536.17029,2380.170291,,,-42156,1003.762788,,42156,1099.526855
-42192,-39275.66584,2916.334163,,42192,38800.16642,3391.833583,,-42192,-40379.28204,-1812.717955,,42192,44576.54512,2384.545124,,,-42192,1007.288459,,42192,1103.616208
-42228,-39308.69875,2919.301255,,42228,38832.05208,3395.947917,,-42228,-40412.27508,-1815.724925,,42228,44616.69111,2388.691111,,,-42228,1007.256806,,42228,1103.57633
-42264,-39341.72936,2922.270636,,42264,38863.93395,3400.066045,,-42264,-40445.26582,-1818.734177,,42264,44656.84094,2392.840936,,,-42264,1007.225109,,42264,1103.536459
-42300,-39374.7577,2925.242304,,42300,38895.81203,3404.187968,,-42300,-40478.25429,-1821.745712,,42300,44696.9946,2396.9946,,,-42300,1007.193368,,42300,1103.496592
-42336,-39403.83039,2932.169615,,42336,38923.8961,3412.103901,,-42336,-40511.41564,-1824.58436,,42336,44737.38592,2401.385915,,,-42336,1010.717986,,42336,1107.585255
-42372,-39436.85442,2935.145585,,42372,38955.7664,3416.233604,,-42372,-40544.39967,-1827.600334,,42372,44777.54748,2405.547485,,,-42372,1010.686119,,42372,1107.545251
-42408,-39469.87616,2938.123842,,42408,38987.6329,3420.367103,,-42408,-40577.38141,-1830.61859,,42408,44817.7129,2409.712895,,,-42408,1010.654208,,42408,1107.505252
-42444,-39502.89562,2941.104385,,42444,39019.4956,3424.504401,,-42444,-40610.36087,-1833.639126,,42444,44857.88215,2413.882147,,,-42444,1010.622254,,42444,1107.465259
-42480,-39531.96049,2948.039505,,42480,39047.56422,3432.435775,,-42480,-40643.51373,-1836.486274,,42480,44898.28996,2418.289958,,,-42480,1014.145817,,42480,1111.553231
-42516,-39564.97565,2951.024346,,42516,39079.41914,3436.580858,,-42516,-40676.48875,-1839.511246,,42516,44938.46712,2422.467121,,,-42516,1014.113737,,42516,1111.5131
-42552,-39597.98853,2954.011472,,42552,39111.27026,3440.72974,,-42552,-40709.4615,-1842.538497,,42552,44978.64813,2426.648129,,,-42552,1014.081611,,42552,1111.472975
-42588,-39630.99912,2957.000882,,42588,39143.11758,3444.882423,,-42588,-40742.43197,-1845.568027,,42588,45018.83298,2430.83298,,,-42588,1014.049443,,42588,1111.432855
-42624,-39660.05619,2963.943806,,42624,39171.17075,3452.829251,,-42624,-40775.57633,-1848.423668,,42624,45059.2573,2435.257299,,,-42624,1017.571952,,42624,1115.520138
-42660,-39693.06249,2966.93751,,42660,39203.01028,3456.989725,,-42660,-40808.54237,-1851.45763,,42660,45099.45007,2439.450068,,,-42660,1017.539657,,42660,1115.47988
-42696,-39726.0665,2969.933498,,42696,39234.846,3461.154001,,-42696,-40841.50613,-1854.49387,,42696,45139.64668,2443.646683,,,-42696,1017.507318,,42696,1115.439628
-42732,-39759.06823,2972.931767,,42732,39266.67792,3465.322081,,-42732,-40874.46761,-1857.532386,,42732,45179.84715,2447.847146,,,-42732,1017.474935,,42732,1115.399381
-42768,-39788.11751,2979.88249,,42768,39294.71563,3473.284374,,-42768,-40907.60349,-1860.396514,,42768,45220.28798,2452.287985,,,-42768,1020.996389,,42768,1119.485976
-42804,-39821.11495,2982.88505,,42804,39326.53975,3477.46025,,-42804,-40940.56054,-1863.439459,,42804,45260.49637,2456.496371,,,-42804,1020.963879,,42804,1119.445591
-42840,-39854.11011,2985.889892,,42840,39358.36007,3481.639932,,-42840,-40973.51532,-1866.48468,,42840,45300.70861,2460.708606,,,-42840,1020.931326,,42840,1119.405212
-42876,-39887.10299,2988.897015,,42876,39390.17658,3485.82342,,-42876,-41006.46783,-1869.532175,,42876,45340.92469,2464.924692,,,-42876,1020.898728,,42876,1119.36484
-42912,-39916.14447,2995.855528,,42912,39418.19881,3493.80119,,-42912,-41039.59522,-1872.404783,,42912,45381.38206,2469.382062,,,-42912,1024.419128,,42912,1123.450745
